sentence,label,cleaned title,docs,entities
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,2,ceo erkki j+ñrvinen is happy with the company 's performance in 2010 .,"['ceo', 'erkki', 'j+ñrvinen', 'happy', 'company', 'performance', '2010']",ceo erkki j+ñrvinen happy company performance 2010
Deliveries have started and the network will be ready for a launch soon .,2,deliveries have started and the network will be ready for a launch soon .,"['delivery', 'start', 'network', 'ready', 'launch', 'soon']",delivery start network ready launch soon
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",2,"earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .","['earning', 'share', 'quarter', 'high', 'year', 'year', '0.33', 'eur', 'versus', '0.27', 'market', 'expectation', '0.28', 'eur']",earning share quarter high year year 0.33 eur versus 0.27 market expectation 0.28 eur
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",2,"ebitda for the year 2009 improved to eur484m , as compared with eur472m in 2008 .","['ebitda', 'year', '2009', 'improve', 'eur484', 'm', 'compare', 'eur472', 'm', '2008']",ebitda year 2009 improve eur484 m compare eur472 m 2008
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",2,"estonian telecoms company elisa 's customer numbers cross 400,000 tallinn , oct 22 , bns - the estonian telecommunications company elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of september , the company said .","['estonian', 'telecom', 'company', 'elisa', 'customer', 'number', 'cross', '400,000', 'tallinn', 'oct', '22', 'bns', 'estonian', 'telecommunication', 'company', 'elisa', 'win', 'approximately', '50,000', 'new', 'client', 'month', 'year', 'bring', 'number', '401,800', 'end', 'september', 'company']","estonian telecom company elisa customer number cross 400,000 tallinn oct 22 bns estonian telecommunication company elisa win approximately 50,000 new client month year bring number 401,800 end september company"
"Exel Composites ' long-term growth prospects remain favourable , however .",2,"exel composites ' long-term growth prospects remain favourable , however .","['exel', 'composite', 'long', 'term', 'growth', 'prospect', 'remain', 'favourable']",exel composite long term growth prospect remain favourable
fi is developing cooperation in keyword advertising with Microsoft .,2,fi is developing cooperation in keyword advertising with microsoft .,"['fi', 'develop', 'cooperation', 'keyword', 'advertising', 'microsoft']",fi develop cooperation keyword advertising microsoft
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",2,"finnish construction group lemminkainen oyj hel  lem1s said today it has won a contract to provide technical services for the nevsky centre shopping mall to be opened in november in st petersburg , russia .","['finnish', 'construction', 'group', 'lemminkainen', 'oyj', 'hel', ' ', 'lem1s', 'today', 'win', 'contract', 'provide', 'technical', 'service', 'nevsky', 'centre', 'shopping', 'mall', 'open', 'november', 'st', 'petersburg', 'russia']",finnish construction group lemminkainen oyj hel   lem1s today win contract provide technical service nevsky centre shopping mall open november st petersburg russia
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",2,"finnish software developer basware oyj said on november 30 , 2006 its u.s. subsidiary basware , inc. won an order to provide software for contract lifecycle management to an unnamed u.s. medical technology company .","['finnish', 'software', 'developer', 'basware', 'oyj', 'november', '30', '2006', 'u.s', 'subsidiary', 'basware', 'inc', 'win', 'order', 'provide', 'software', 'contract', 'lifecycle', 'management', 'unnamed', 'u.s', 'medical', 'technology', 'company']",finnish software developer basware oyj november 30 2006 u.s subsidiary basware inc win order provide software contract lifecycle management unnamed u.s medical technology company
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",2,"however , sales volumes in the food industry are expected to remain at relatively good levels in finland and in scandinavia , atria said .","['sale', 'volume', 'food', 'industry', 'expect', 'remain', 'relatively', 'good', 'level', 'finland', 'scandinavia', 'atria']",sale volume food industry expect remain relatively good level finland scandinavia atria
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,2,incap and lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in february in order to complete the transfer on 1 march 2011 .,"['incap', 'lankapaja', 'aim', 'enter', 'actual', 'agreement', 'transfer', 'sheet', 'metal', 'production', 'buyer', 'february', 'order', 'complete', 'transfer', '1', 'march', '2011']",incap lankapaja aim enter actual agreement transfer sheet metal production buyer february order complete transfer 1 march 2011
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,2,mr kivimeister said john deer former timberjack stands to win in the situation  it controls around 60 % of estonia 's forest machinery market .,"['mr', 'kivimeister', 'john', 'deer', 'timberjack', 'stand', 'win', 'situation', ' ', 'control', '60', 'estonia', 'forest', 'machinery', 'market']",mr kivimeister john deer timberjack stand win situation   control 60 estonia forest machinery market
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,2,nokia and elisa will work together to bring a superior mobile gaming experience for elisa customers .,"['nokia', 'elisa', 'work', 'bring', 'superior', 'mobile', 'gaming', 'experience', 'elisa', 'customer']",nokia elisa work bring superior mobile gaming experience elisa customer
Nordea sees a return to positive growth for the Baltic countries in 2011 .,2,nordea sees a return to positive growth for the baltic countries in 2011 .,"['nordea', 'return', 'positive', 'growth', 'baltic', 'country', '2011']",nordea return positive growth baltic country 2011
Operating profit improved by 16.7 % to EUR 7.7 mn .,2,operating profit improved by 16.7 % to eur 7.7 mn .,"['operate', 'profit', 'improve', '16.7', 'eur', '7.7', 'mn']",operate profit improve 16.7 eur 7.7 mn
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,2,operating profit improved by 39.9 % to eur 18.0 mn from eur12 .8 mn .,"['operate', 'profit', 'improve', '39.9', 'eur', '18.0', 'mn', 'eur12', '.8', 'mn']",operate profit improve 39.9 eur 18.0 mn eur12 .8 mn
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,2,operating profit improved by 44.0 % to er 4.7 mn from eur 3.3 mn in 2004 .,"['operate', 'profit', 'improve', '44.0', 'er', '4.7', 'mn', 'eur', '3.3', 'mn', '2004']",operate profit improve 44.0 er 4.7 mn eur 3.3 mn 2004
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,2,operating profit improved to eur 20.3 mn from eur 11.4 mn .,"['operate', 'profit', 'improve', 'eur', '20.3', 'mn', 'eur', '11.4', 'mn']",operate profit improve eur 20.3 mn eur 11.4 mn
Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,2,outokumpu 's chief executive juha rantanen expressed his confidence in china market .,"['outokumpu', 'chief', 'executive', 'juha', 'rantanen', 'express', 'confidence', 'china', 'market']",outokumpu chief executive juha rantanen express confidence china market
"Previously , the company anticipated its operating profit to improve over the same period .",2,"previously , the company anticipated its operating profit to improve over the same period .","['previously', 'company', 'anticipate', 'operating', 'profit', 'improve', 'period']",previously company anticipate operating profit improve period
Productional situation has now improved .,2,productional situation has now improved .,"['productional', 'situation', 'improve']",productional situation improve
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,2,rautaruukki said construction group yit has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the kemijoki river in northern finland .,"['rautaruukki', 'construction', 'group', 'yit', 'award', '2.5', 'mln', 'eur', 'contract', 'supply', 'steel', 'structure', 'new', 'bridge', 'span', 'kemijoki', 'river', 'northern', 'finland']",rautaruukki construction group yit award 2.5 mln eur contract supply steel structure new bridge span kemijoki river northern finland
